season_id,date,pred_q05_h1,pred_q05_h2,pred_q05_h3,pred_q50_h1,pred_q50_h2,pred_q50_h3,pred_q95_h1,pred_q95_h2,pred_q95_h3,y_true_h1,y_true_h2,y_true_h3,stage,wl_obs_mm,rain_fc_sum3_mm,rain_sum3,season_name,system_action,reference_action,gated,interval_width,rule
Kuruvai-2015,2015-07-30,-111.30397,-121.88174,-110.168465,-112.21075,-111.49086,-105.92588,-8.794318,1.514707,1.6941104,-111.62,-115.17,-118.1,stem_elongation,-99.67,2.7800000000000002,7.34,Kuruvai,INSPECT,MAINTAIN,True,123.39644372463226,uncertainty_gate
Kuruvai-2015,2015-07-31,-126.73858,-122.756195,-114.71176,-120.21184,-117.16643,-109.41671,-8.794318,1.0298712,1.9524198,-115.17,-118.1,44.52,stem_elongation,-114.27,7.42,4.140000000000001,Kuruvai,INSPECT,MAINTAIN,True,123.78606629371643,uncertainty_gate
Kuruvai-2015,2015-08-01,-115.19609,-122.725876,-88.69635,-110.30373,-104.00183,-25.123522,-8.794318,46.08531,56.592167,-118.1,44.52,42.47,stem_elongation,-109.95,10.51,1.7000000000000008,Kuruvai,INSPECT,MAINTAIN,True,168.81118774414062,uncertainty_gate
Kuruvai-2015,2015-08-02,-115.85121,-82.84229,-47.146854,-53.28002,37.927937,37.997925,51.908348,67.56798,60.866337,44.52,42.47,35.54,panicle_initiation,-117.76,8.0,2.6000000000000005,Kuruvai,IRRIGATE,MAINTAIN,False,167.75955963134766,agronomic_irrigate
Kuruvai-2015,2015-08-03,-2.8478546,-4.248871,-8.005581,36.667965,34.83775,29.566284,61.22464,61.182106,62.351795,42.47,35.54,28.33,panicle_initiation,42.46,7.92,6.920000000000001,Kuruvai,DELAY,MAINTAIN,False,70.35737609863281,agronomic_delay
Kuruvai-2015,2015-08-04,-5.860268,-9.233865,-11.907227,27.308447,23.455019,18.666122,57.636642,56.404526,57.574688,35.54,28.33,19.56,panicle_initiation,33.43,0.5800000000000001,7.010000000000001,Kuruvai,DELAY,MAINTAIN,False,69.48191452026367,agronomic_delay
Kuruvai-2015,2015-08-05,-5.6909785,-9.233865,-12.031403,27.9985,22.00302,18.58847,57.781242,55.661842,58.132893,28.33,19.56,39.15,panicle_initiation,34.68,0.78,5.880000000000001,Kuruvai,DELAY,MAINTAIN,False,70.1642951965332,agronomic_delay
Kuruvai-2015,2015-08-06,-15.623455,-17.273005,-18.138927,13.557456,7.5947804,14.563024,53.82836,56.076534,57.348103,19.56,39.15,31.78,panicle_initiation,20.53,0.6699999999999999,1.3600000000000008,Kuruvai,IRRIGATE,MAINTAIN,False,75.48703002929688,agronomic_irrigate
Kuruvai-2015,2015-08-07,-11.814601,-14.749099,-16.41242,16.799845,13.990548,16.084215,54.43473,56.257904,57.43808,39.15,31.78,23.96,panicle_initiation,24.4,10.36,0.6600000000000009,Kuruvai,DELAY,MAINTAIN,False,73.85050010681152,agronomic_delay
Kuruvai-2015,2015-08-08,-0.1107467,-3.5853004,-7.5731244,36.409252,30.434427,24.924276,59.653633,57.09653,56.189217,31.78,23.96,17.54,panicle_initiation,46.73,1.35,0.640000000000001,Kuruvai,DELAY,MAINTAIN,False,63.762341022491455,agronomic_delay
Kuruvai-2015,2015-08-09,-7.771334,-11.353526,-14.180083,24.671339,17.48244,16.372227,56.60856,57.790905,57.640366,23.96,17.54,10.68,panicle_initiation,27.8,1.42,0.720000000000001,Kuruvai,DELAY,DELAY,False,71.82044887542725,agronomic_delay
Kuruvai-2015,2015-08-10,-11.541422,-15.114246,-17.5015,20.896076,16.560144,16.732645,54.14372,55.17827,57.688976,17.54,10.68,58.59,panicle_initiation,25.47,0.8200000000000001,1.130000000000001,Kuruvai,DELAY,DELAY,False,75.19047546386719,agronomic_delay
Kuruvai-2015,2015-08-11,-17.816723,-19.77258,-19.409895,12.413748,7.751818,17.075256,56.601418,55.251434,56.376423,10.68,58.59,50.86,panicle_initiation,13.91,2.29,1.220000000000001,Kuruvai,DELAY,DELAY,False,75.78631782531738,agronomic_delay
Kuruvai-2015,2015-08-12,-22.950552,-24.064219,-22.640047,5.0073204,5.3286285,20.56493,51.58772,56.323242,57.662727,58.59,50.86,43.65,panicle_initiation,7.54,6.1499999999999995,1.380000000000001,Kuruvai,DELAY,MAINTAIN,False,80.38746070861816,agronomic_delay
Kuruvai-2015,2015-08-13,12.551812,9.881433,7.361251,48.643955,41.69228,38.828938,71.66245,67.836136,64.561226,50.86,43.65,36.7,panicle_initiation,62.46,17.0,0.840000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,59.11064052581787,maintain
Kuruvai-2015,2015-08-14,5.7760825,2.495369,-0.28076303,45.176376,39.52956,36.908478,65.91462,64.570526,59.879745,43.65,36.7,63.04,flowering,50.67,20.93,1.600000000000001,Kuruvai,DELAY,MAINTAIN,False,62.075157165527344,agronomic_delay
Kuruvai-2015,2015-08-15,5.960724,2.1941454,-0.7602288,42.93299,44.56702,43.685917,65.91524,65.50173,63.27496,36.7,63.04,58.98,flowering,52.35,30.240000000000002,2.320000000000001,Kuruvai,DELAY,MAINTAIN,False,64.03518837690353,agronomic_delay
Kuruvai-2015,2015-08-16,-2.1160657,1.1404048,-2.215513,58.78541,56.18355,46.537067,73.923004,74.70829,73.53523,63.04,58.98,54.54,flowering,34.29,6.6899999999999995,33.51,Kuruvai,DELAY,MAINTAIN,False,76.03906989097595,agronomic_delay
Kuruvai-2015,2015-08-17,12.89163,10.81499,9.121967,55.306683,50.41743,45.93351,73.37361,71.08236,68.34658,58.98,54.54,49.51,flowering,68.04,6.23,35.230000000000004,Kuruvai,MAINTAIN,MAINTAIN,False,60.48198127746582,maintain
Kuruvai-2015,2015-08-18,12.931738,11.214377,11.197125,54.972134,48.7782,52.928978,73.19124,72.43521,73.92572,54.54,49.51,43.74,flowering,59.47,16.88,36.519999999999996,Kuruvai,MAINTAIN,MAINTAIN,False,62.72859477996826,maintain
Kuruvai-2015,2015-08-19,10.500567,6.3702,4.524429,50.58137,48.41721,51.3305,70.657524,69.51112,68.22926,49.51,43.74,43.0,flowering,58.52,48.08,6.57,Kuruvai,MAINTAIN,MAINTAIN,False,63.70483446121216,maintain
Kuruvai-2015,2015-08-20,0.26749963,-2.969986,-2.1985984,39.910988,37.43096,43.022655,60.017197,56.89857,58.268295,43.74,43.0,57.48,flowering,47.27,35.199999999999996,4.74,Kuruvai,DELAY,MAINTAIN,False,60.466893672943115,agronomic_delay
Kuruvai-2015,2015-08-21,0.19301732,0.85641396,1.6994216,37.769646,39.146206,38.892265,59.07914,61.627113,64.87558,43.0,57.48,55.41,flowering,43.49,25.61,8.620000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,63.17615818977356,maintain
Kuruvai-2015,2015-08-22,-0.08960597,2.6319187,-0.65154296,56.761894,55.43682,49.62004,63.41192,73.728424,71.33404,57.48,55.41,47.34,flowering,42.42,8.3,27.610000000000003,Kuruvai,DELAY,MAINTAIN,False,71.98558074235916,agronomic_delay
Kuruvai-2015,2015-08-23,6.35218,4.2568836,1.2100941,45.28702,42.30408,33.59817,65.75409,67.58761,64.63648,55.41,47.34,39.3,flowering,53.3,0.47,31.86,Kuruvai,MAINTAIN,MAINTAIN,False,63.4263881444931,maintain
Kuruvai-2015,2015-08-24,10.249975,5.7894344,1.1924298,48.129692,39.812996,32.56957,71.56578,69.93683,64.97386,47.34,39.3,31.92,flowering,58.72,1.36,25.890000000000004,Kuruvai,MAINTAIN,MAINTAIN,False,64.14739418029785,maintain
Kuruvai-2015,2015-08-25,5.7760825,2.495369,-1.8589262,43.822495,37.069485,30.878153,64.74075,64.24467,57.469936,39.3,31.92,27.81,flowering,50.59,2.5,5.609999999999999,Kuruvai,DELAY,MAINTAIN,False,61.749298095703125,agronomic_delay
Kuruvai-2015,2015-08-26,-4.0360193,-6.7807393,-9.274304,32.553486,28.771727,24.730556,58.4209,56.32915,56.634804,31.92,27.81,21.82,flowering,42.27,3.1399999999999997,0.48,Kuruvai,DELAY,MAINTAIN,False,65.90910816192627,agronomic_delay
Kuruvai-2015,2015-08-27,-5.096062,-9.233865,-11.346286,31.717793,28.479301,22.800085,56.956886,55.807938,54.458748,27.81,21.82,15.11,grain_filling,39.6,1.0,1.97,Kuruvai,MAINTAIN,MAINTAIN,False,65.80503368377686,maintain
Kuruvai-2015,2015-08-28,-5.1668935,-9.233865,-11.67296,29.589067,25.603458,20.063616,56.77314,55.44744,54.143295,21.82,15.11,9.5,grain_filling,35.06,0.71,2.38,Kuruvai,MAINTAIN,MAINTAIN,False,65.81625556945801,maintain
Kuruvai-2015,2015-08-29,-15.623455,-17.273005,-18.309416,14.661161,10.659956,11.2601185,54.5494,49.795757,48.393723,15.11,9.5,3.8,grain_filling,19.95,3.12,2.33,Kuruvai,MAINTAIN,MAINTAIN,False,70.17285537719727,maintain
Kuruvai-2015,2015-08-30,-16.342396,-18.439985,-19.810581,13.445974,9.089965,11.441641,53.8077,47.901432,47.63476,9.5,3.8,0.54,grain_filling,16.98,11.5,1.1400000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,70.15009689331055,maintain
Kuruvai-2015,2015-08-31,-23.136929,-25.41737,-26.475481,4.639768,4.4636126,8.592403,48.490784,41.74664,44.8102,3.8,0.54,-0.92,grain_filling,6.38,15.59,0.98,Kuruvai,MAINTAIN,MAINTAIN,False,71.62771224975586,maintain
Kuruvai-2015,2015-09-01,-24.641216,-24.937696,-24.386587,2.0410986,3.9311907,6.1345296,43.329716,39.223568,42.678146,0.54,-0.92,-0.87,grain_filling,3.92,16.560000000000002,3.11,Kuruvai,MAINTAIN,MAINTAIN,False,67.97093200683594,maintain
Kuruvai-2015,2015-09-02,-27.68505,-29.314955,-29.50363,-3.0884821,-0.9548578,-1.3865598,39.519176,37.66474,42.36869,-0.92,-0.87,-5.18,grain_filling,-2.46,11.59,6.71,Kuruvai,MAINTAIN,MAINTAIN,False,71.8723201751709,maintain
Kuruvai-2015,2015-09-03,-25.064917,-24.406996,-24.749216,3.36842,3.3205414,5.9487743,42.36051,40.97167,44.126064,-0.87,-5.18,-5.05,grain_filling,7.18,14.69,11.219999999999999,Kuruvai,MAINTAIN,MAINTAIN,False,68.87528038024902,maintain
Kuruvai-2015,2015-09-04,-26.80468,-28.143269,-29.86984,-4.9074802,-1.2603102,4.262579,39.935856,38.39366,41.928547,-5.18,-5.05,-2.11,grain_filling,0.95,14.33,9.54,Kuruvai,MAINTAIN,MAINTAIN,False,71.79838752746582,maintain
Kuruvai-2015,2015-09-05,-27.656418,-29.252815,-28.53632,-2.3312747,2.4276378,3.693842,39.281525,36.973186,44.53654,-5.05,-2.11,-4.48,grain_filling,-6.27,17.490000000000002,10.41,Kuruvai,MAINTAIN,MAINTAIN,False,73.07286071777344,maintain
Kuruvai-2015,2015-09-06,-27.695044,-27.397755,-30.283035,0.22792408,2.0071838,-1.7889856,39.637646,39.251183,46.17241,-2.11,-4.48,-10.05,grain_filling,0.92,3.3899999999999997,13.440000000000001,Kuruvai,MAINTAIN,MAINTAIN,False,76.4554443359375,maintain
Kuruvai-2015,2015-09-07,-32.44483,-35.29217,-38.02073,-7.5171466,-11.485343,-18.005209,37.78403,34.452774,28.820248,-4.48,-10.05,-13.89,grain_filling,-12.96,1.19,14.590000000000002,Kuruvai,MAINTAIN,MAINTAIN,False,70.22886276245117,maintain
Kuruvai-2015,2015-09-08,-36.5512,-39.474228,-42.2488,-16.519083,-21.604929,-24.314096,37.38289,31.852179,28.067688,-10.05,-13.89,-18.84,grain_filling,-14.55,3.0,9.79,Kuruvai,MAINTAIN,MAINTAIN,False,73.93408966064453,maintain
Kuruvai-2015,2015-09-09,-30.248817,-32.693645,-33.195797,-14.808462,-15.8819685,-14.842433,38.463764,34.862312,41.430542,-13.89,-18.84,-21.94,grain_filling,-6.07,1.28,3.79,Kuruvai,MAINTAIN,MAINTAIN,False,74.62633895874023,maintain
Kuruvai-2015,2015-09-10,-34.768806,-36.40332,-39.10538,-17.501581,-19.799406,-22.25995,37.22298,33.890404,27.830467,-18.84,-21.94,-25.05,grain_filling,-13.59,0.86,2.45,Kuruvai,MAINTAIN,MAINTAIN,False,71.99178695678711,maintain
Kuruvai-2015,2015-09-11,-37.008755,-39.686462,-42.073692,-18.16673,-20.81826,-24.577185,36.703377,31.626026,27.466413,-21.94,-25.05,-28.62,ripening,-17.59,0.8900000000000001,2.4599999999999995,Kuruvai,MAINTAIN,MAINTAIN,False,73.71213150024414,maintain
Kuruvai-2015,2015-09-12,-44.268997,-46.793888,-47.148163,-27.503128,-27.670208,-31.95963,18.488544,29.397543,26.569225,-25.05,-28.62,-32.56,ripening,-28.57,0.31000000000000005,1.23,Kuruvai,MAINTAIN,MAINTAIN,False,76.19143104553223,maintain
Kuruvai-2015,2015-09-13,-45.692665,-48.01065,-49.008144,-30.188305,-32.310173,-35.08889,16.382164,29.195944,25.750317,-28.62,-32.56,-36.1,ripening,-25.17,0.5700000000000001,0.9799999999999999,Kuruvai,MAINTAIN,MAINTAIN,False,77.20659446716309,maintain
Kuruvai-2015,2015-09-14,-41.187134,-42.308968,-44.121334,-23.044598,-28.856323,-31.927969,31.836514,31.53159,27.691347,-32.56,-36.1,-39.69,ripening,-18.6,1.9300000000000002,0.78,Kuruvai,MAINTAIN,MAINTAIN,False,73.84055709838867,maintain
Kuruvai-2015,2015-09-15,-44.854656,-46.894512,-47.59675,-31.938456,-29.923409,-33.432037,19.346848,29.397543,26.082132,-36.1,-39.69,-42.32,ripening,-28.44,1.9,0.3099999999999999,Kuruvai,MAINTAIN,MAINTAIN,False,76.29205513000488,maintain
Kuruvai-2015,2015-09-16,-50.567863,-54.808937,-54.66912,-36.28803,-40.977673,-40.722027,12.365891,23.576624,23.9273,-39.69,-42.32,-45.28,ripening,-35.25,2.34,0.4099999999999999,Kuruvai,MAINTAIN,MAINTAIN,False,78.59642028808594,maintain
Kuruvai-2015,2015-09-17,-53.785076,-55.372353,-56.36631,-41.37048,-44.537563,-37.37957,10.845794,23.605875,23.9273,-42.32,-45.28,-47.53,ripening,-41.89,4.26,1.3599999999999999,Kuruvai,MAINTAIN,MAINTAIN,False,80.29360961914062,maintain
Kuruvai-2015,2015-09-18,-57.85502,-58.37952,-60.959785,-45.56468,-48.27445,-47.49992,10.845794,23.576624,24.516893,-45.28,-47.53,-49.98,ripening,-44.29,2.0,1.5499999999999998,Kuruvai,MAINTAIN,MAINTAIN,False,85.4766788482666,maintain
Kuruvai-2015,2015-09-19,-65.41045,-67.831055,-71.39681,-54.174526,-50.778057,-48.422256,1.9630557,23.605875,24.081703,-47.53,-49.98,-51.62,ripening,-55.93,1.7799999999999998,2.28,Kuruvai,INSPECT,MAINTAIN,True,95.478515625,uncertainty_gate
Kuruvai-2015,2015-09-20,-59.90618,-59.859062,-63.149784,-49.167877,-50.381626,-50.013805,10.739131,23.605875,23.9273,-49.98,-51.62,-54.49,ripening,-46.24,3.19,2.05,Kuruvai,MAINTAIN,MAINTAIN,False,87.07708358764648,maintain
Kuruvai-2015,2015-09-21,-57.84987,-58.44875,-61.677776,-46.98924,-47.86557,-49.05593,10.845794,23.576624,23.9273,-51.62,-54.49,-55.89,ripening,-45.75,2.93,3.0999999999999996,Kuruvai,MAINTAIN,MAINTAIN,False,85.60507583618164,maintain
Kuruvai-2015,2015-09-22,-66.98966,-70.18448,-73.12755,-56.339508,-51.39829,-48.849316,1.9630557,23.605875,24.081703,-54.49,-55.89,-58.22,ripening,-59.5,3.69,2.7199999999999998,Kuruvai,INSPECT,MAINTAIN,True,97.2092514038086,uncertainty_gate
Kuruvai-2015,2015-09-23,-67.66682,-68.84398,-68.67677,-59.096066,-54.759216,-47.904476,1.856393,23.605875,24.57913,-55.89,-58.22,-60.47,ripening,-57.8,2.89,3.1499999999999995,Kuruvai,INSPECT,MAINTAIN,True,93.25590324401855,uncertainty_gate
Kuruvai-2015,2015-09-24,-69.92891,-70.32902,-69.6236,-60.003048,-52.654606,-43.616642,1.4808077,23.605875,24.081703,-58.22,-60.47,-62.62,ripening,-61.68,11.09,2.4299999999999997,Kuruvai,INSPECT,MAINTAIN,True,93.93489265441895,uncertainty_gate
Kuruvai-2015,2015-09-25,-70.49033,-70.556885,-70.32602,-62.422062,-53.59222,-39.280094,1.4808077,23.576624,24.081703,-60.47,-62.62,-55.55,ripening,-63.05,18.67,2.9499999999999997,Kuruvai,INSPECT,MAINTAIN,True,94.40772247314453,uncertainty_gate
Kuruvai-2015,2015-09-26,-70.44551,-71.984474,-72.24601,-61.38788,-50.263237,-32.026222,1.856393,23.608541,27.005587,-62.62,-55.55,-51.4,ripening,-60.2,40.66,2.86,Kuruvai,INSPECT,MAINTAIN,True,99.25159645080566,uncertainty_gate
